"Project Code","Station ID","Sample ID","First Trigger Date","Collection_Date","Sample Type New","Collection Method","Depth","Depth Unit","Matrix","Test Number","Test Name","Storet Code","Method","Measure Date","Value","Sigfig Value","Uncertainty","MDL","PQL","RDL","Units","Remark Code","Flag","Receive Date","LIMS Number","Collection Agency","Source","Owner","Validation Level","Validator","Sampling Purpose","Data Investigation","T Depth","Upper Depth","Lower Depth","DCS(METERS)","Filtration Date","Sample Type","QC Type","Discharge","Up/Down Stream","Weather Code","Program Type","NDEC","Sample Comments","Result Comments"
"Y","L004","0051","","11-DEC-1972 12:20","SAMP","G","2.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".053","0.053","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0051","","11-DEC-1972 12:20","SAMP","G","2.00","","SW","78","NITRATE-N","","","",".047","0.047","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0064","","15-JAN-1973 14:30","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".005","0.005","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0064","","15-JAN-1973 14:30","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".118","0.118","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0065","","15-JAN-1973 14:40","SAMP","G","3.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".006","0.006","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0065","","15-JAN-1973 14:40","SAMP","G","3.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".126","0.126","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0065","","15-JAN-1973 14:40","SAMP","G","3.00","","SW","78","NITRATE-N","","","",".179","0.179","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0082","","05-FEB-1973 13:45","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".094","0.094","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0082","","05-FEB-1973 13:45","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".205","0.205","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0082","","05-FEB-1973 13:45","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".011","0.011","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0083","","05-FEB-1973 13:55","SAMP","G","3.00","","SW","78","NITRATE-N","","","",".206","0.206","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0083","","05-FEB-1973 13:55","SAMP","G","3.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".009","0.009","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0083","","05-FEB-1973 13:55","SAMP","G","3.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".128","0.128","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0100","","05-MAR-1973 11:10","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".055","0.055","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0100","","05-MAR-1973 11:10","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".194","0.194","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0100","","05-MAR-1973 11:10","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".006","0.006","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0101","","05-MAR-1973 11:20","SAMP","G","3.00","","SW","78","NITRATE-N","","","",".112","0.112","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0101","","05-MAR-1973 11:20","SAMP","G","3.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.002","-0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0101","","05-MAR-1973 11:20","SAMP","G","3.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".042","0.042","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0118","","11-APR-1973 12:55","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".093","0.093","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0118","","11-APR-1973 12:55","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0118","","11-APR-1973 12:55","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".007","0.007","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0119","","11-APR-1973 13:10","SAMP","G","3.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0119","","11-APR-1973 13:10","SAMP","G","3.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".009","0.009","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0119","","11-APR-1973 13:10","SAMP","G","3.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".101","0.101","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0136","","08-MAY-1973 16:45","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".037","0.037","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0136","","08-MAY-1973 16:45","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".087","0.087","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0136","","08-MAY-1973 16:45","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".002","0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0137","","08-MAY-1973 16:55","SAMP","G","2.00","","SW","78","NITRATE-N","","","",".041","0.041","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0137","","08-MAY-1973 16:55","SAMP","G","2.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".11","0.110","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0137","","08-MAY-1973 16:55","SAMP","G","2.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".002","0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0104","","09-MAY-1973 00:00","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".002","0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0104","","09-MAY-1973 00:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".01","0.010","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0104","","09-MAY-1973 00:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0120","","23-MAY-1973 00:00","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".008","0.008","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","1","0","0","MON","3","",""
"D","L004","0120","","23-MAY-1973 00:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".02","0.020","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","1","0","0","MON","3","",""
"D","L004","0120","","23-MAY-1973 00:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","1","0","0","MON","3","",""
"Y","L004","0166","","04-JUN-1973 11:10","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".11","0.110","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0166","","04-JUN-1973 11:10","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".037","0.037","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0166","","04-JUN-1973 11:10","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".003","0.003","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0167","","04-JUN-1973 11:20","SAMP","G","2.00","","SW","78","NITRATE-N","","","",".024","0.024","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0167","","04-JUN-1973 11:20","SAMP","G","2.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".002","0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0167","","04-JUN-1973 11:20","SAMP","G","2.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".12","0.120","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0185","","09-JUL-1973 13:30","SAMP","G","2.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".012","0.012","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0185","","09-JUL-1973 13:30","SAMP","G","2.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0185","","09-JUL-1973 13:30","SAMP","G","2.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.002","-0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0184","","09-JUL-1973 13:35","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0184","","09-JUL-1973 13:35","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.002","-0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0184","","09-JUL-1973 13:35","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".027","0.027","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0203","","09-AUG-1973 00:00","SAMP","G","3.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".07","0.070","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0203","","09-AUG-1973 00:00","SAMP","G","3.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0203","","09-AUG-1973 00:00","SAMP","G","3.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.002","-0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0202","","09-AUG-1973 11:15","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0202","","09-AUG-1973 11:15","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".005","0.005","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0202","","09-AUG-1973 11:15","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".043","0.043","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0620","","12-SEP-1973 10:50","SAMP","G","3.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0619","","12-SEP-1973 10:50","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0619","","12-SEP-1973 10:50","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".048","0.048","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0620","","12-SEP-1973 10:50","SAMP","G","3.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".058","0.058","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0619","","12-SEP-1973 10:50","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.002","-0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0620","","12-SEP-1973 10:50","SAMP","G","3.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".002","0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0095","","14-SEP-1973 00:00","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".002","0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0095","","14-SEP-1973 00:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".021","0.021","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0095","","14-SEP-1973 00:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0004","","28-SEP-1973 00:00","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.002","-0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0004","","28-SEP-1973 00:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".011","0.011","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0004","","28-SEP-1973 00:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0638","","10-OCT-1973 16:00","SAMP","G","4.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0637","","10-OCT-1973 16:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0637","","10-OCT-1973 16:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".043","0.043","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0638","","10-OCT-1973 16:00","SAMP","G","4.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".038","0.038","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0637","","10-OCT-1973 16:00","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.002","-0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0638","","10-OCT-1973 16:00","SAMP","G","4.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.002","-0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0015","","12-OCT-1973 00:00","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.002","-0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0015","","12-OCT-1973 00:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".027","0.027","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0015","","12-OCT-1973 00:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0019","","26-OCT-1973 00:00","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.002","-0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0019","","26-OCT-1973 00:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".022","0.022","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0019","","26-OCT-1973 00:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0029","","09-NOV-1973 00:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0029","","09-NOV-1973 00:00","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.002","-0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0029","","09-NOV-1973 00:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".039","0.039","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0802","","15-NOV-1973 00:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".035","0.035","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0802","","15-NOV-1973 00:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".089","0.089","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0802","","15-NOV-1973 00:00","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".011","0.011","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0798","","15-NOV-1973 10:35","SAMP","G","4.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".035","0.035","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0798","","15-NOV-1973 10:35","SAMP","G","4.00","","SW","78","NITRATE-N","","","",".088","0.088","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0798","","15-NOV-1973 10:35","SAMP","G","4.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".011","0.011","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0040","","21-NOV-1973 00:00","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".005","0.005","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0040","","21-NOV-1973 00:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".037","0.037","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0040","","21-NOV-1973 00:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0047","","07-DEC-1973 00:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".02","0.020","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0047","","07-DEC-1973 00:00","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.002","-0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0047","","07-DEC-1973 00:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".056","0.056","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0859","","20-DEC-1973 00:00","SAMP","G","3.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".035","0.035","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0859","","20-DEC-1973 00:00","SAMP","G","3.00","","SW","78","NITRATE-N","","","",".185","0.185","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0859","","20-DEC-1973 00:00","SAMP","G","3.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".009","0.009","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0858","","20-DEC-1973 11:40","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".009","0.009","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0858","","20-DEC-1973 11:40","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".187","0.187","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0858","","20-DEC-1973 11:40","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".05","0.050","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0058","","03-JAN-1974 00:00","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".006","0.006","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0058","","03-JAN-1974 00:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".013","0.013","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"D","L004","0058","","03-JAN-1974 00:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".011","0.011","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0966","","16-JAN-1974 11:00","SAMP","G","3.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".035","0.035","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0966","","16-JAN-1974 11:00","SAMP","G","3.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.002","-0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0966","","16-JAN-1974 11:00","SAMP","G","3.00","","SW","78","NITRATE-N","","","",".084","0.084","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L004","0965","","16-JAN-1974 11:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".052","0.052","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
